component,date,value,title,vintage_date,units,freq,seas_adj,updated
CUSR0000SEAF,01-04-05,119.4,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-05,118.8,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-05,118.1,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-05,116.5,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-05,115.8,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-05,114.9,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-05,113.9,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-05,113.5,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-05,115.6,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-06,114.8,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-06,116.3,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-06,116.6,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-06,116.1,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-06,117.5,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-06,116.6,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-06,118.4,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-06,117.8,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-06,116,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-06,116.8,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-06,115.8,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-06,115,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-07,114.01,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-07,114.88,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-07,115.951,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-07,113.407,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-07,113.123,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-07,113.18,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-07,112.498,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-07,112.338,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-07,113.355,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-07,114.578,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-07,115.121,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-07,114.43,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-08,115.359,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-08,115.408,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-08,114.599,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-08,114.41,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-08,114.334,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-08,113.264,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-08,112.776,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-08,111.354,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-08,112.981,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-08,113.318,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-08,113.665,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-08,113.287,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-09,113.617,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-09,113.471,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-09,114.321,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-09,115.566,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-09,114.29,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-09,115.757,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-09,114.448,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-09,115.123,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-09,115.488,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-09,114.738,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-09,113.905,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-09,112.836,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-10,114.432,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-10,114.772,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-10,114.977,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-10,114.794,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-10,114.873,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-10,114.734,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-10,115.809,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-10,114.372,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-10,113.314,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-10,112.544,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-10,112.909,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-10,112.363,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-11,111.263,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-11,110.951,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-11,110.968,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-11,110.949,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-11,111.746,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-11,111.73,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-11,113.618,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-11,115.494,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-11,115.565,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-11,115.998,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-11,116.655,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-11,117.622,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-12,119.506,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-12,119.361,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-12,119.388,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-12,118.598,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-12,119.566,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-12,120.134,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-12,119.865,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-12,119.952,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-12,120.079,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-12,121.433,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-12,119.131,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-12,118.863,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-13,119.031,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-13,119.798,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-13,117.173,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-13,116.249,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-13,117.143,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-13,116.859,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-13,115.971,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-13,114.679,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-13,114.393,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-13,114.763,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-13,115.636,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-13,116.757,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-14,116.7,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-14,116.379,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-14,117.969,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-14,119.242,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-14,118.77,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-14,118.227,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-14,117.898,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-14,116.875,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-14,116.408,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-14,117.219,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-14,117.148,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-14,117.616,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-15,118.21,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-15,115.292,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-15,118.076,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-15,118.749,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-15,118.15,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-15,119.597,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-15,119.72,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-15,123.371,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-15,123.06,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-15,121.059,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-15,123.245,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-15,118.159,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-16,118.145,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-16,119.163,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-16,117.918,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-16,115.418,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-16,115.468,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-16,113.074,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-16,115.974,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-16,116.458,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-16,114.577,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-16,114.062,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-16,115.276,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-16,115.483,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-17,115.274,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-17,115.558,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-17,113.525,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-17,114.813,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-17,113.273,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-06-17,113.061,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-07-17,112.996,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-08-17,113.12,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-09-17,119.888,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-10-17,117.285,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-11-17,114.945,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-12-17,115.401,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-01-18,116.35,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-02-18,116.389,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-03-18,118.546,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-04-18,120.183,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEAF,01-05-18,122.088,Consumer Price Index for All Urban Consumers: Infants' and Toddlers' Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
